image_id,image_path,mask_path,width,height,instance_count,image_sha256,mask_sha256
PennPed00067,PNGImages/PennPed00067.png,PedMasks/PennPed00067_mask.png,370,318,1,659ff0d99f355f25539a5feea89f6e8a450e92d9f4d74c28ae17506ae5e114c4,57b160907a6082b51d6b67a0ac634c503d12470f95289571cc7d97da9a432fce
PennPed00042,PNGImages/PennPed00042.png,PedMasks/PennPed00042_mask.png,569,344,2,e709c41872b490b3cc2120b9251b8bad29c3f0d47e7b928dc98a292191688ec6,8f8c7c548f9a0a592a8b150296ba58f9b7a7fe4464fdbccc4a851e8bad9c70f0
FudanPed00021,PNGImages/FudanPed00021.png,PedMasks/FudanPed00021_mask.png,490,378,3,f77febed0b58c93b7d17c1d75b41b79008bc9fc119b455d3a5e0716093456802,1c84d7dd0b18adffdb5433b60f31da4b27fb1a72b5642c3ae4c6990fa5aa11b5
FudanPed00070,PNGImages/FudanPed00070.png,PedMasks/FudanPed00070_mask.png,390,382,1,809c783d024a72ae376aac182f4725c53be69141753eac6913040daf42b97e17,51454d1c91b13d92e48ce921b724bae1ac5dbba76348e02b948aa479f5299ff5
FudanPed00061,PNGImages/FudanPed00061.png,PedMasks/FudanPed00061_mask.png,547,407,3,2bf5b3ea03d46520f7c789ae0d2cf6da5b131da921ab242e58c7e572e9b5ffbf,c70b157b36353a0ce96012cacc91f3c1ef1b4d38e8d8bb3a387bb89258cf3241
PennPed00047,PNGImages/PennPed00047.png,PedMasks/PennPed00047_mask.png,500,346,3,8a9d95ccdbd17346683f0eedf325f7b71277251ef31601fffc95d073624a220f,f01982e9e53708be12b082eff4a920330f25615e3e6c2dce85f081843ae1167f
FudanPed00024,PNGImages/FudanPed00024.png,PedMasks/FudanPed00024_mask.png,479,378,1,90a68f6a089628fd1dac8b15c931a3030a5c6f9eed32a5283c8ae08a31c3271e,772c3055bb4ad0d9a4b906d8623f43f67b544deacda1f0ba7678e205d31839c0
PennPed00063,PNGImages/PennPed00063.png,PedMasks/PennPed00063_mask.png,427,350,1,f98c75b5d6016c37f9c0ba0be1391dec96535fc909525902c95d3dd5d97dbc78,45d3821783efca7430363841a995b5f8a4e2625ef6b1ea2fe629b45076f697bf
PennPed00026,PNGImages/PennPed00026.png,PedMasks/PennPed00026_mask.png,530,410,2,d249c2e810a868aada1316d700788aa4394425fd5f11fb8fcef0f816c40bdea1,efb81f2595137a3c10a52360cb5ae572427a97c77c8330298cc1fd5bdfdfb04d
PennPed00074,PNGImages/PennPed00074.png,PedMasks/PennPed00074_mask.png,442,332,3,f808c322abdcf6689739eae3569fd50b175104156b459f178869071058bc53a7,8ea54baaa334188add28b8a3d0b2ee632cfd6455736275621b45c33467f0f637
FudanPed00030,PNGImages/FudanPed00030.png,PedMasks/FudanPed00030_mask.png,462,387,1,e3231cb29908a7f441a52883770a72bbfd44c56b5f7223fe00bfad757dd41a7b,afd437de1a7f4e811e3af581c1d02b6bc161c867516b3806ac8560372a8d69a0
PennPed00035,PNGImages/PennPed00035.png,PedMasks/PennPed00035_mask.png,623,353,3,880cf75fe5bd0d89bb836bdb29e9d1d8a3685c9af9aec1b3c7d4492eb56f2c58,9b668a0aaf41404af4e99afd3519cf1ee0932c3d8271f2d9e6f5fa6be23d8458
FudanPed00015,PNGImages/FudanPed00015.png,PedMasks/FudanPed00015_mask.png,336,349,1,4cc05505e799e564dbf025cccbeb36698ac959d9f743bb383574e76f1c0d0619,93c354abab72740827310d534ad0ee2f9d076685c9f24516292ec5ed33e6b0a9
PennPed00053,PNGImages/PennPed00053.png,PedMasks/PennPed00053_mask.png,377,344,2,74c46329449d376e1afc11aac5b58d282e356822c6229cdf51208069686c9d03,3fd6b711af6b2dc2f8c2c3e12e73a680ab2fd416a4493e2f2c141e6b561cb406
PennPed00008,PNGImages/PennPed00008.png,PedMasks/PennPed00008_mask.png,452,403,4,433fa62d3a10e13578292a7c3a2c1f0615361488138a9b2daccab7cfbe1d2645,ce9671479e8252e7ef8062ab55e63ae41cc269bde8df532d731eee764f2b7e77
PennPed00081,PNGImages/PennPed00081.png,PedMasks/PennPed00081_mask.png,561,387,3,b9cf27aff00b5d3c745cfde35b77a0e9d1966291cfa462ffe73d7ac4cb190f24,e62361e33410c4f06d1cf6307f6082d2a427ede913f686e9f62501d3caebc6c4
PennPed00036,PNGImages/PennPed00036.png,PedMasks/PennPed00036_mask.png,694,370,2,a12b365a9cbd818ec307873a5bfa044f4d667cda6248706ae420d6353ab8147b,898d5cb61e5233f0afb11d10eff8aa5d2706bbca4933cdb6b497ba1ed0fef7ab
PennPed00012,PNGImages/PennPed00012.png,PedMasks/PennPed00012_mask.png,565,429,1,4f22a9e5d708bd17ee68ca7ffcd7e4630ad94fee53ea95b65d9664ae7489e0c0,9da19f3e69424c8fb86cfd170e887ae47a7f4233e3636eea28a7a5157ebe4062
FudanPed00035,PNGImages/FudanPed00035.png,PedMasks/FudanPed00035_mask.png,292,349,1,84b4674f7e64c7a857a8ef2e9ff960cee65e375691c1a1e7e688b020ba019e19,91d71bc5c1ecb957f14f4a4534a508c669eb237cfe8ae928543acb7210000e00
FudanPed00066,PNGImages/FudanPed00066.png,PedMasks/FudanPed00066_mask.png,360,359,1,f967300ad1b6f62ae29d1dc5779b8f089ba36744435d1092c7bac71e6808fc1e,c9cedff88ab15cdd4eb1b9b412d246e69a22b82834a6545439759fc9d7d43e20
PennPed00077,PNGImages/PennPed00077.png,PedMasks/PennPed00077_mask.png,352,323,1,a3da377ff6246bf54759e029727681b8496d4d1554212c54a75b76469ded1a12,149c56eecaae0f09b8125fbd1fada705aca6edc8cc32e54d30a9123a8f556ed1
FudanPed00071,PNGImages/FudanPed00071.png,PedMasks/FudanPed00071_mask.png,363,353,3,9d578e4e01974d0526f1cfd163c13ec0535f7ba46afde2821a68aaa1ebd399c6,02f4d2a89d4224fb1a0f4fe3edb27b45c819cf7d9c464cf048ddce533b212b36
PennPed00006,PNGImages/PennPed00006.png,PedMasks/PennPed00006_mask.png,631,436,4,c1a9d658d8aa53e4043eee9bd10d31b9ff2ccfb0a3419ec0e37c7adb6ebcfb4d,1689b596eb23a81b2b9c396233f0aea745ea538815371697506b160e2b0a7e5f
PennPed00016,PNGImages/PennPed00016.png,PedMasks/PennPed00016_mask.png,683,399,3,1e630cb99cb76f9b9763a964ecebdcbcab55a10d23ccfba27dac2aef388c7137,7de3c711d75be0a85aa871c7b94998a880d0a55eb87d14eb88f91f462cf97c71
FudanPed00017,PNGImages/FudanPed00017.png,PedMasks/FudanPed00017_mask.png,266,342,1,dbd67282eb910f4b5ef412e1a8255fc83cf40044ea0d4dff7c12c09c231eeb66,70b107d2de1fb675344615715a84103481046f55d13b427e69fbe9c5e951b33b
PennPed00029,PNGImages/PennPed00029.png,PedMasks/PennPed00029_mask.png,672,418,4,1de4928a9f5b8ea02ff7c540e28b715a3aef2b9f347ce7ec444fa4f9f5e3a388,25bdfbe6ea7d2ee459b0331ce7be5d27d6457c55dd95248f9b9e415095f66ec9
PennPed00030,PNGImages/PennPed00030.png,PedMasks/PennPed00030_mask.png,479,354,3,db74f21928363ebe24e4a527da6f915f0e7eab59383802d5b18f6c39fbdd8a66,da9a05bbdf477e6d788a08988417703572f1aa8914b1ca3ffbdc751ec172a3ae
FudanPed00029,PNGImages/FudanPed00029.png,PedMasks/FudanPed00029_mask.png,435,404,1,85798d75e2f35b675b86c029decdf886ef4b0122fba00238c4441136930d81cc,21ccb1f47b91d9f61e6488625da8437973861a31e5cd4d87e9ebbef54f973083
PennPed00076,PNGImages/PennPed00076.png,PedMasks/PennPed00076_mask.png,342,348,1,666acede5167c5fd2b143aeaf7194f06da2be2dfa0e4e107faa3f720b0a98396,331095ee740ae0b177017a42f0a2ec70437497c4d04d76d6a7e9b68eb5fb4768
FudanPed00065,PNGImages/FudanPed00065.png,PedMasks/FudanPed00065_mask.png,504,411,5,8b5c5678f49a6bfba25bf0c34c055fb6d063b91410dac1f50da9f99da0c41ed4,cb0d5e822ddedd6a63219bbc8b463a7056cb03e09fe393134c2b23b9c227d85e
FudanPed00060,PNGImages/FudanPed00060.png,PedMasks/FudanPed00060_mask.png,517,440,3,d058f9cdb138898af3c8b1eb1e0505d0592d48900e4a05b2ddbc5ba3fb1e53fc,2d48527ab4d150459934bed086ab5c2e32551ceb950e35485576f3ae4feeff6a
PennPed00057,PNGImages/PennPed00057.png,PedMasks/PennPed00057_mask.png,371,364,2,7fa9f32b67b00a9e03bf1c50bb98a53deaf567294713053c355aed36f70a8dd4,80482a84405ea121a22efaeb0a80645187ce9cb6a90c14530673e081ed2366e2
